0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
6.724,45.212176,0,6.719,6.734,6.9165,6.772,-0.12,0.0144,-0.001728,33,28.21428571,26.56521739,26.2,17.15,0.992748722,-0.238672766,0.971100052,-0.238672766,0.971100052,-0.238672766,0.886070622,-0.463550271,0.823923006,-0.566701756,0.749826401,-0.661634618,0.664855398,-0.746972088,0.570242293,-0.821476553,0.467359217,-0.88406751,0,0,19.32,1.85,3.4,3.56,1.269760545,54.6
6.994,48.916036,0,6.974,7.046,6.88525,6.829333333,0.27,0.0729,0.019683,32,29.85714286,27.41304348,27.13333333,19.775,0.990532452,0.271958158,0.962309077,0.271958158,0.962309077,0.271958158,0.852077521,0.523415607,0.772156584,0.635432301,0.677614789,0.735417023,0.570242293,0.821476553,0.452072204,0.891981346,0.325342085,0.945596387,0,0,4.82,41.05,7.426666667,3.71,1.311031877,54.4
6.934,48.080356,0,6.924,6.924,6.974,6.872,-0.06,0.0036,-0.000216,27,27.28571429,29.56521739,26.9,25.025,0.842941537,0.907013813,0.421100871,0.907013813,0.421100871,0.907013813,-0.645348113,0.763888613,-0.954966755,0.296712819,-0.964614176,-0.263665493,-0.671259958,-0.741222011,-0.167051626,-0.98594815,0.38963045,-0.920971288,0,1.95,0,3.0125,12.54666667,3.96,1.376244025,56.2
6.624,43.877376,0,6.729,6.93,6.89775,6.909333333,-0.31,0.0961,-0.029791,19.5,18.07142857,22.2826087,25.4,27.94166667,0.124479264,0.24702218,-0.969009826,0.24702218,-0.969009826,0.24702218,0.877960085,-0.47873384,0.584298174,0.811539059,-0.732494072,0.680773409,-0.766658819,-0.642054713,0.541627821,-0.840618406,0.901501684,0.432775593,0,0,0.08,0.0125,0.026666667,4.47,1.497388409,57.2
7.044,49.617936,0,7.019,6.912,6.8465,6.916666667,0.42,0.1764,0.074088,5,8.714285714,11.41304348,20.28333333,26.40833333,-0.534372558,-0.903355802,-0.428891938,-0.903355802,-0.428891938,-0.903355802,-0.632103411,0.774884041,-0.317191289,-0.94836158,0.971100052,0.238672766,-0.72066715,0.693281227,-0.200890555,-0.979613692,0.935367949,0.353676122,3.1,4.35,2.58,0.075,2.9,4.87,1.583093937,58.1
6.984,48.776256,0,6.809,6.574,6.6965,6.938,-0.06,0.0036,-0.000216,6,4.571428571,4.739130435,13.63333333,23.05833333,-0.809016994,-0.951056516,0.309016994,-0.951056516,0.309016994,-0.951056516,-0.809016994,-0.587785252,1,-1.71521E-15,-0.809016994,0.587785252,0.309016994,-0.951056516,0.309016994,0.951056516,-0.809016994,-0.587785252,0,0,0,0,3.086666667,5.09,1.627277831,54.4
6.944,0,0,6.909,6.948,6.9515,6.97,-0.04,0.0016,-6.4E-05,3,1.571428571,3.826086957,4.033333333,16.86666667,-0.998185534,-0.120208045,0.992748722,-0.120208045,0.992748722,-0.120208045,0.971100052,-0.238672766,-0.954966755,0.296712819,0.935367949,-0.353676122,-0.912374758,0.409355959,0.886070622,-0.463550271,-0.856550996,0.516062391,0,0,0,0,0,5.42,1.690095815,53.7
6.774,0,0,6.859,6.866,6.779,6.833333333,-0.17,0.0289,-0.004913,9,6.357142857,4.652173913,1.816666667,5.816666667,-0.788305056,0.970063922,0.242849722,0.970063922,0.242849722,0.970063922,-0.882048025,0.471159508,0.985220107,0.171293144,-0.671259958,-0.741222011,0.07309513,0.997324973,0.556017437,-0.831170626,-0.949717843,0.313107041,0,0,0,0.575,0.046666667,5.84,1.764730797,53.9
7.004,0,0,6.999,6.952,6.85525,6.820666667,0.23,0.0529,0.012167,13,12.78571429,10.41304348,4.533333333,2.85,-0.413278608,0.752666828,-0.658401585,0.752666828,-0.658401585,0.752666828,-0.133014707,-0.991114064,-0.847540923,0.530730048,0.833555772,0.552435313,0.158559385,-0.987349442,-0.964614176,0.263665493,0.638749422,0.769414827,0,0,0,0.0875,0,6.12,1.811562097,54.2
6.944,0,0,6.844,6.732,6.969,6.958,-0.06,0.0036,-0.000216,18.5,19.78571429,18.65217391,11.26666667,3.433333333,0.124479264,-0.24702218,-0.969009826,-0.24702218,-0.969009826,-0.24702218,0.877960085,0.47873384,0.584298174,-0.811539059,-0.732494072,-0.680773409,-0.766658819,0.642054713,0.541627821,0.840618406,0.901501684,-0.432775593,3.1,0,0,0.1375,0,6.44,1.86252854,54.6
6.964,0,0,6.984,6.978,6.93275,6.842,0.02,0.0004,8E-06,24.5,22.71428571,22.04347826,18.93333333,8.408333333,0.611886401,-0.967937783,-0.251190064,-0.967937783,-0.251190064,-0.967937783,-0.873807104,0.486272707,-0.150055398,0.98867759,0.690173388,0.723644038,0.99467082,-0.103101697,0.527077709,-0.849817092,-0.349647455,-0.936881346,0,0.55,0,2.0875,0.586666667,6.75,1.909542505,55
6.954,0,0,6.779,6.786,6.824,6.942666667,-0.01,1E-04,-1E-06,29.5,28.5,26.63043478,22.4,15.44166667,0.929141411,-0.687052767,0.726607525,-0.687052767,0.726607525,-0.687052767,0.05591699,-0.998435421,-0.317191289,-0.94836158,-0.645348113,-0.763888613,-0.882048025,-0.471159508,-0.99374658,-0.111659007,-0.964614176,0.263665493,10.8,0,6.5,2.2125,1.813333333,7.06,1.954445052,53.9
7.324,0,0,6.824,6.78,7.0065,6.918,0.37,0.1369,0.050653,31.5,32,27.7173913,27.3,20.95,0.985220107,0.3375229,0.941317318,0.3375229,0.941317318,0.3375229,0.772156584,0.635432301,0.651898996,0.758305808,0.512371412,0.858763958,0.357698239,0.933837229,0.192451582,0.98130647,0.021516097,0.999768502,94.2,0,0.62,36.825,10.56666667,7.38,1.998773639,54.1
7.474,0,0,7.499,7.44,7.45525,7.237333333,0.15,0.0225,0.003375,23.5,28.42857143,29.30434783,28.46666667,24.56666667,0.803927962,0.956234827,0.292600336,0.956234827,0.292600336,0.956234827,-0.828770087,0.559589262,-0.999074115,-0.043022233,-0.777597147,-0.628762815,-0.251190064,-0.967937783,0.373719715,-0.927541684,0.852077521,-0.523415607,0,1.85,0.78,1.05,13.53333333,7.65,2.034705648,54.7
7.434,0,0,7.534,7.448,7.4765,7.48,-0.04,0.0016,-6.4E-05,21.5,23.28571429,26.5,29.1,27.7,0.405425728,0.741222011,-0.671259958,0.741222011,-0.671259958,0.741222011,-0.098820139,-0.995105311,0.869589389,-0.49377555,0.803927962,0.594726687,-0.21772323,0.976010551,-0.98046916,0.19667289,-0.577291617,-0.816538051,0.2,0,0.04,0,0.14,7.95,2.073171929,53.6
7.384,0,0,7.454,7.454,7.45525,7.472666667,-0.05,0.0025,-0.000125,15.5,16.92857143,22.30434783,27.16666667,28.99166667,0.07309513,0.145799197,-0.989314204,0.145799197,-0.989314204,0.145799197,0.957485188,-0.288482433,0.357698239,0.933837229,-0.90519319,0.42500034,-0.490028666,-0.871706319,0.833555772,-0.552435313,0.611886401,0.790945657,8,0,0,0.95,0.033333333,8.15,2.098017927,56.2
7.494,0,0,7.419,7.484,7.48775,7.441333333,0.11,0.0121,0.001331,12,11.21428571,14.23913043,21.05,28.36666667,-0.428891938,-0.774884041,-0.632103411,-0.774884041,-0.632103411,-0.774884041,-0.200890555,0.979613692,-0.798779373,-0.601624063,0.886070622,-0.463550271,0.038722281,0.999250011,-0.91928597,-0.393590277,0.749826401,-0.661634618,0,0,2.16,0,4.98,8.45,2.134166441,55.2
7.584,0,0,7.434,7.466,7.459,7.482666667,0.09,0.0081,0.000729,6,6.642857143,8.434782609,13.81666667,24.50833333,-0.798779373,-0.961129784,0.276096973,-0.961129784,0.276096973,-0.961129784,-0.847540923,-0.530730048,0.996298175,-0.085964799,-0.74410394,0.668063864,0.192451582,-0.98130647,0.436651232,0.89963087,-0.890027576,-0.455906694,0,0.75,0,0,0.286666667,8.73,2.16676537,57.1
7.454,0,0,7.479,7.474,7.49275,7.484,-0.13,0.0169,-0.002197,4,3.428571429,3.804347826,8.016666667,17.64166667,-0.99167732,-0.255353295,0.966847814,-0.255353295,0.966847814,-0.255353295,0.869589389,-0.49377555,-0.798779373,0.601624063,0.714673386,-0.699458327,-0.618671403,0.785649855,0.512371412,-0.858763958,-0.397542814,0.917583626,0,0,3.04,0,0.78,9.03,2.200552367,59.5
7.614,0,0,7.659,7.662,7.64525,7.660666667,0.16,0.0256,0.004096,11,5,2.456521739,3.45,9.758333333,-0.890027576,0.811539059,0.584298174,0.811539059,0.584298174,0.811539059,-0.317191289,0.94836158,0.714673386,-0.699458327,-0.954966755,0.296712819,0.985220107,0.171293144,-0.798779373,-0.601624063,0.436651232,0.89963087,0,0,0,0,0,9.38,2.238579763,56.2
7.694,0,0,7.654,7.648,7.6665,7.663333333,0.08,0.0064,0.000512,14.5,11.57142857,10.56521739,5.033333333,4.2,-0.365722523,0.680773409,-0.732494072,0.680773409,-0.732494072,0.680773409,0.07309513,-0.997324973,-0.954966755,0.296712819,0.625410573,0.780295851,0.497513289,-0.867456355,-0.989314204,-0.145799197,0.226115686,0.974100455,0,0,0.7,0.025,0,9.8,2.282382386,57.2
7.564,0,0,7.629,7.6844,7.65775,7.649333333,-0.13,0.0169,-0.002197,18.5,16.78571429,13.26086957,9,3.25,-0.064508449,0.128748177,-0.99167732,0.128748177,-0.99167732,0.128748177,0.966847814,-0.255353295,-0.317191289,-0.94836158,-0.925924777,0.377707965,0.436651232,0.89963087,0.869589389,-0.49377555,-0.548842958,-0.835925479,2.5,0,1.04,4.2875,0.266666667,9.98,2.30058309,57.8
7.694,0,0,7.639,7.634,7.659,7.635333333,0.13,0.0169,0.002197,25,24.85714286,21.34782609,14.08333333,6.025,0.436651232,-0.785649855,-0.618671403,-0.785649855,-0.618671403,-0.785649855,-0.23449139,0.972118197,0.772156584,0.635432301,0.908817637,-0.417193603,0.021516097,-0.999768502,-0.890027576,-0.455906694,-0.798779373,0.601624063,0,0,0,1.375,0.166666667,10.28,2.33020026,59.3
7.704,0,0,7.654,7.624,7.644,7.656666667,0.01,0.0001,1E-06,27.5,26.57142857,26.23913043,22.16666667,11.54166667,0.823923006,-0.933837229,0.357698239,-0.933837229,0.357698239,-0.933837229,-0.74410394,-0.668063864,-0.99167732,-0.128748177,-0.890027576,0.455906694,-0.474951072,0.880012204,0.107381347,0.994217907,0.651898996,0.758305808,0,0.2,1.48,2.2125,3.893333333,10.58,2.358965426,58.8
7.714,0,0,7.629,7.658,7.629,7.651333333,0.01,1E-04,1E-06,30.5,32.57142857,29.17391304,26.4,18.34166667,0.997630305,-0.137278772,0.990532452,-0.137278772,0.990532452,-0.137278772,0.962309077,-0.271958158,0.941317318,-0.3375229,0.915864288,-0.401487989,0.886070622,-0.463550271,0.852077521,-0.523415607,0.814046094,-0.580800273,46,14.2,2.48,0.725,4.593333333,10.89,2.387844937,57.9
7.582,0,0,7.637,7.6368,7.6965,7.674,-0.132,0.017424,-0.002299968,29,30.57142857,30.10869565,29.91666667,24.24166667,0.908817637,0.758305808,0.651898996,0.758305808,0.651898996,0.758305808,-0.150055398,0.98867759,-0.548842958,0.835925479,-0.847540923,0.530730048,-0.99167732,0.128748177,-0.954966755,-0.296712819,-0.74410394,-0.668063864,0,16.85,1,8.5125,9.266666667,11.18,2.414126468,59.6
7.592,0,0,7.597,7.604,7.67325,7.650666667,0.01,1E-04,1E-06,24,24.28571429,25.39130435,30.18333333,28.225,0.541627821,0.91060463,-0.413278608,0.91060463,-0.413278608,0.91060463,-0.658401585,-0.752666828,0.276096973,-0.961129784,0.957485188,-0.288482433,0.761104259,0.648629561,-0.133014707,0.991114064,-0.90519319,0.42500034,0.3,0,0.04,0.9875,1.366666667,11.51,2.443216223,58.7
7.632,0,0,7.692,7.64,7.612,7.614666667,0.04,0.0016,6.4E-05,15.5,16.07142857,18.5,24.51666667,30.34166667,-0.047321388,-0.09453675,-0.995521372,-0.09453675,-0.995521372,-0.09453675,0.982125606,0.18822671,-0.23449139,0.972118197,-0.95993269,-0.280230675,0.325342085,-0.945596387,0.929141411,0.369724543,-0.413278608,0.91060463,0,0,2.5,1.1,1.04,11.87,2.474014209,58.4
7.612,0,0,7.582,7.662,7.572,7.62,-0.02,0.0004,-8E-06,13.5,14.42857143,15.17391304,20.46666667,27.875,-0.413278608,-0.752666828,-0.658401585,-0.752666828,-0.658401585,-0.752666828,-0.133014707,0.991114064,-0.847540923,-0.530730048,0.833555772,-0.552435313,0.158559385,0.987349442,-0.964614176,-0.263665493,0.638749422,-0.769414827,0,0,0,0,0.906666667,12.09,2.492378665,60.8
7.722,0,0,7.647,7.628,7.62325,7.639333333,0.11,0.0121,0.001331,6.5,3.214285714,5.804347826,12.96666667,21.225,-0.882048025,-0.831170626,0.556017437,-0.831170626,0.556017437,-0.831170626,-0.38168922,-0.924290722,0.772156584,0.635432301,-0.98046916,-0.19667289,0.957485188,-0.288482433,-0.708626678,0.70558361,0.292600336,-0.956234827,0,0,0.22,0.025,0,12.47,2.52332576,60.9
7.612,0,0,7.687,7.626,7.64325,7.639333333,-0.11,0.0121,-0.001331,3.5,2,2.739130435,5.266666667,16.09166667,-0.999962959,-0.017213356,0.999851839,-0.017213356,0.999851839,-0.017213356,0.999407401,-0.034421612,-0.999074115,0.043022233,0.998666816,-0.051619667,-0.998185534,0.060213277,0.997630305,-0.068802427,-0.99700117,0.077386479,0,0,0,0.375,0,12.75,2.545531272,60.1
7.692,0,0,7.642,7.574,7.6595,7.640666667,0.08,0.0064,0.000512,5,9.642857143,3.652173913,0.616666667,7.458333333,-0.755493314,0.989932495,0.141540295,0.989932495,0.141540295,0.989932495,-0.95993269,0.280230675,0.908817637,0.417193603,-0.413278608,-0.91060463,-0.284359187,0.958717817,0.842941537,-0.538005172,-0.989314204,-0.145799197,0,1.85,0,0.025,0,13.17,2.577941516,61.2
7.592,0,0,7.562,7.618,7.6295,7.626,-0.1,0.01,-0.001,18.5,8.571428571,10.10869565,2.183333333,3.691666667,-0.459732739,0.816538051,-0.577291617,0.816538051,-0.577291617,0.816538051,-0.333468779,-0.942761143,-0.683919422,0.729557554,0.962309077,0.271958158,-0.200890555,-0.979613692,-0.777597147,0.628762815,0.915864288,0.401487989,0.1,0,1.14,0,0.44,13.39,2.59450816,60.8
7.122,0,0,7.182,7.3,7.6295,7.607333333,-0.47,0.2209,-0.103823,23,17.85714286,17.65217391,12.21666667,2.558333333,0.141540295,-0.280230675,-0.95993269,-0.280230675,-0.95993269,-0.280230675,0.842941537,0.538005172,0.651898996,-0.758305808,-0.658401585,-0.752666828,-0.838279705,0.545240439,0.421100871,0.907013813,0.957485188,-0.288482433,0,0,10.22,3.45,0.186666667,13.75,2.621038824,60.6
7.082,0,0,7.177,7.092,7.1145,7.487333333,-0.04,0.0016,-6.4E-05,25.5,21.42857143,19.41304348,15.71666667,4.7,0.373719715,-0.693281227,-0.72066715,-0.693281227,-0.72066715,-0.693281227,0.038722281,0.999250011,0.941317318,0.3375229,0.664855398,-0.746972088,-0.444378178,-0.895839291,-0.99700117,0.077386479,-0.300819808,0.953680997,0,1.5,0,0.25,5.353333333,13.89,2.631169157,61.1
6.862,0,0,6.857,6.89,7.12825,7.104,-0.22,0.0484,-0.010648,28.5,26.14285714,23.47826087,18.65,10.26666667,0.702527474,-0.999916659,-0.012910296,-0.999916659,-0.012910296,-0.999916659,-0.999666649,0.02581844,-0.683919422,0.729557554,0.038722281,0.999250011,0.738326354,0.674443619,0.998666816,-0.051619667,0.664855398,-0.746972088,0,4.75,0,2.5,3.733333333,14.12,2.647592232,62.7
7.182,0,0,7.042,6.978,7.0345,7.090666667,0.32,0.1024,0.032768,30,28,28.93478261,25.75,17.90833333,0.990532452,-0.271958158,0.962309077,-0.271958158,0.962309077,-0.271958158,0.852077521,-0.523415607,0.772156584,-0.635432301,0.677614789,-0.735417023,0.570242293,-0.821476553,0.452072204,-0.891981346,0.325342085,-0.945596387,1.5,4.25,4,0.3125,1.333333333,14.5,2.674148649,63
